"","code","deck_limit","faction_code","faction_cost","flavor","illustrator","influence_limit","keywords","minimum_deck_size","pack_code","position","quantity","side_code","stripped_text","stripped_title","text","title","type_code","uniqueness","base_link","cost","memory_cost","strength","advancement_cost","agenda_points","trash_cost"
"166","02044",3,"criminal",1,"Light and form-fitting, its like bulletproof skin.","Gong Studios",NA,"Gear",NA,"ce",44,3,"runner","Interrupt -> The first time each turn you would suffer meat damage, prevent 1 meat damage.","Muresh Bodysuit","[interrupt] → The first time each turn you would suffer meat damage, prevent 1 meat damage.","Muresh Bodysuit","hardware",FALSE,NA,1,NA,NA,NA,NA,NA
"167","02045",3,"criminal",2,"""A snitch is a girl's best friend."" -Andromeda","Mashuri",NA,NA,NA,"ce",45,3,"runner","Once per run, you may expose an unrezzed piece of ice when you approach it. You may then jack out.","Snitch","Once per run, you may expose an unrezzed piece of ice when you approach it. You may then jack out.","Snitch","program",FALSE,NA,3,1,NA,NA,NA,NA
"168","02046",1,"shaper",0,"""Have you met Dinosaurus?""","Matt Zeilinger",15,"G-mod",40,"ce",46,3,"runner","+1 mu","Chaos Theory: Wunderkind","+1[mu]","Chaos Theory: Wünderkind","identity",FALSE,0,NA,NA,NA,NA,NA,NA
"169","02047",3,"shaper",3,NA,"Eko Puteh",NA,NA,NA,"ce",47,3,"runner","Search either your stack or your heap for 1 program. (Shuffle your stack if you searched it.) Install that program, ignoring all costs. When your turn ends, if that program has not been uninstalled, add it to the top of your stack.","Test Run","Search either your stack or your heap for 1 program. <em>(Shuffle your stack if you searched it.)</em> Install that program, ignoring all costs. When your turn ends, if that program has not been uninstalled, add it to the top of your stack.","Test Run","event",FALSE,NA,3,NA,NA,NA,NA,NA
"170","02048",3,"shaper",2,NA,"Matt Zeilinger",NA,"Console",NA,"ce",48,3,"runner","Dinosaurus can host a single non-AI icebreaker. The memory cost of the hosted icebreaker does not count against your memory limit. Hosted icebreaker has +2 strength. Limit 1 console per player.","Dinosaurus","Dinosaurus can host a single non-<strong>AI icebreaker</strong>. The memory cost of the hosted <strong>icebreaker</strong> does not count against your memory limit.
Hosted <strong>icebreaker</strong> has +2 strength.
Limit 1 <strong>console</strong> per player.","Dinosaurus","hardware",TRUE,NA,5,NA,NA,NA,NA,NA
"171","02049",3,"shaper",4,NA,"Fabien Jacques",NA,"Location",NA,"ce",49,3,"runner","click: Host a program or piece of hardware from your grip on Personal Workshop and place power counters on it equal to its install cost. 1 credit: Remove 1 power counter from a hosted card. When your turn begins, remove 1 power counter from a hosted card. When there are no power counters left on a hosted card, install it, ignoring all costs.","Personal Workshop","[click]: Host a program or piece of hardware from your grip on Personal Workshop and place power counters on it equal to its install cost.
1[credit]: Remove 1 power counter from a hosted card.
When your turn begins, remove 1 power counter from a hosted card.
When there are no power counters left on a hosted card, install it, ignoring all costs.","Personal Workshop","resource",FALSE,NA,1,NA,NA,NA,NA,NA
"172","02050",3,"neutral-runner",0,"""I'm just thankful that the brain damage is reversible. With the support of the city of New Angeles, I hope to be on my feet and back to practicing my art very soon."" -Kate ""Mac"" McCaffrey","Mauricio Herrera",NA,NA,NA,"ce",50,3,"runner","Your maximum hand size is increased by 2.","Public Sympathy","Your maximum hand size is increased by 2.","Public Sympathy","resource",FALSE,NA,2,NA,NA,NA,NA,NA
"173","02051",3,"haas-bioroid",0,NA,"Emilio Rodríguez",NA,"Research",NA,"ce",51,3,"corp","When you score this agenda, place 1 agenda counter on it for each hosted advancement counter past 3. Hosted agenda counter: Add 1 card from Archives to HQ.","Project Vitruvius","When you score this agenda, place 1 agenda counter on it for each hosted advancement counter past 3.
<strong>Hosted agenda counter:</strong> Add 1 card from Archives to HQ.","Project Vitruvius","agenda",FALSE,NA,NA,NA,NA,3,2,NA
"174","02052",3,"haas-bioroid",1,"Dont Tread On Me","Bruno Balixa",NA,"Code Gate - Tracer",NA,"ce",52,3,"corp","Subroutine Trace[3]. If successful, the Runner loses click, if able. Subroutine Trace[3]. If successful, end the run.","Viper","[subroutine] Trace[3]. If successful, the Runner loses [click], if able.
[subroutine] Trace[3]. If successful, end the run.","Viper","ice",FALSE,NA,3,NA,4,NA,NA,NA
"175","02053",3,"jinteki",2,NA,"Ed Mattinian",NA,"Ambush",NA,"ce",53,3,"corp","When the Runner accesses this asset while it is installed, you may pay 3 credits. If you do, do 1 core damage for each piece of ice protecting this server.","Edge of World","When the Runner accesses this asset while it is installed, you may pay 3[credit]. If you do, do 1 core damage for each piece of ice protecting this server.","Edge of World","asset",FALSE,NA,0,NA,NA,NA,NA,0
"176","02054",3,"jinteki",1,"""You haven't run until you've seen the cybersun drift down behind the Great City, the space around you rippling with colors you can't imagine."" -Kate ""Mac"" McCaffrey","Adam S. Doyle",NA,NA,NA,"ce",54,3,"corp","Choose a server. Arrange the ice protecting that server in any order.","Sunset","Choose a server. Arrange the ice protecting that server in any order.","Sunset","operation",FALSE,NA,0,NA,NA,NA,NA,NA
"177","02055",3,"nbn",1,NA,"Mauricio Herrera",NA,"Transaction",NA,"ce",55,3,"corp","When your turn begins, take 1 credit from Marked Accounts, if able. click: Place 3 credits from the bank on Marked Accounts.","Marked Accounts","When your turn begins, take 1[credit] from Marked Accounts, if able.
[click]: Place 3[credit] from the bank on Marked Accounts.","Marked Accounts","asset",FALSE,NA,0,NA,NA,NA,NA,5
"178","02056",3,"nbn",1,"""Try to close it. Go on. See what it does."" -Chaos Theory","Christina Davis",NA,"Code Gate - Advertisement",NA,"ce",56,3,"corp","When the Runner encounters this ice, gain 1 credit. Subroutine End the run unless the Runner pays 1 credit.","Pop-up Window","When the Runner encounters this ice, gain 1[credit].
[subroutine] End the run unless the Runner pays 1[credit].","Pop-up Window","ice",FALSE,NA,0,NA,0,NA,NA,NA
"179","02057",3,"weyland-consortium",3,"Chop chop.","Mike Nesbitt",NA,"Sentry - AP",NA,"ce",57,3,"corp","Woodcutter can be advanced only while rezzed and gains ""Subroutine Do 1 net damage."" for each advancement token on it.","Woodcutter","Woodcutter can be advanced only while rezzed and gains ""[subroutine] Do 1 net damage."" for each advancement token on it.","Woodcutter","ice",FALSE,NA,4,NA,2,NA,NA,NA
"180","02058",3,"weyland-consortium",1,"The Division of Fringe Applications' revenue increased 37% year-over-year after corporate discovered that most of their projects made really fun toys.","Matt Zeilinger",NA,"Transaction",NA,"ce",58,3,"corp","Choose a piece of ice. Gain 1 credit for each advancement token on that ice.","Commercialization","Choose a piece of ice. Gain 1[credit] for each advancement token on that ice.","Commercialization","operation",FALSE,NA,0,NA,NA,NA,NA,NA
"181","02059",3,"neutral-corp",0,NA,"Mauricio Herrera",NA,"Transaction",NA,"ce",59,3,"corp","Place 14 credits from the bank on Private Contracts when it is rezzed. When there are no credits left on Private Contracts, trash it. click: Take 2 credits from Private Contracts.","Private Contracts","Place 14[credit] from the bank on Private Contracts when it is rezzed. When there are no credits left on Private Contracts, trash it.
[click]: Take 2[credit] from Private Contracts.","Private Contracts","asset",FALSE,NA,3,NA,NA,NA,NA,5
"182","02060",3,"neutral-corp",0,"Three heads. One big headache.","Isuardi Therianto",NA,"Mythic",NA,"ce",60,3,"corp","When you rez Chimera, choose sentry, code gate, or barrier. Chimera gains that subtype until derezzed. When a turn ends, derez Chimera. Subroutine End the run.","Chimera","When you rez Chimera, choose <strong>sentry</strong>, <strong>code gate</strong>, or <strong>barrier</strong>. Chimera gains that subtype until derezzed.
When a turn ends, derez Chimera.
[subroutine] End the run.","Chimera","ice",FALSE,NA,2,NA,0,NA,NA,NA
"183","02061",3,"anarch",1,"""Saved my bacon more than once, but gives a wicked sense of déjà vu."" -Whizzard","Adam S. Doyle",NA,NA,NA,"asis",61,3,"runner","Interrupt -> trash: Reduce the base trace strength of a trace to 0.","Disrupter","[interrupt] → [trash]: Reduce the base trace strength of a trace to 0.","Disrupter","program",FALSE,NA,1,1,NA,NA,NA,NA
"184","02062",3,"anarch",1,"It always strikes twice.","Ed Mattinian",NA,"Icebreaker - Decoder",NA,"asis",62,3,"runner","Interface -> 2 credits: Break up to 2 code gate subroutines. 1 credit: +1 strength.","Force of Nature","Interface → <strong>2[credit]:</strong> Break up to 2 <strong>code gate</strong> subroutines.
<strong>1[credit]:</strong> +1 strength.","Force of Nature","program",FALSE,NA,5,1,1,NA,NA,NA
"185","02063",3,"anarch",1,"""They're mindless tools of destruction, good for little else. Nice guys, though. Some of my best friends are scrubbers."" -Ji ""Noise"" Reilly","Mike Nesbitt",NA,"Connection - Seedy",NA,"asis",63,3,"runner","2 recurring credits (When you install this card and before your turn begins, refill to 2 hosted credits.) You can spend hosted credits to pay trash costs.","Scrubber","2[recurring-credit] <em>(When you install this card and before your turn begins, refill to 2 hosted credits.)</em>
You can spend hosted credits to pay trash costs.","Scrubber","resource",FALSE,NA,2,NA,NA,NA,NA,NA
"186","02064",3,"criminal",2,"Twice the fun.","Howard Schechlman",NA,"Console",NA,"asis",64,3,"runner","+1 mu Once per turn, you may immediately make another run when a successful run ends. Limit 1 console per player.","Doppelganger","+1[mu]
Once per turn, you may immediately make another run when a successful run ends.
Limit 1 <strong>console</strong> per player.","Doppelgänger","hardware",TRUE,NA,3,NA,NA,NA,NA,NA
"187","02065",3,"criminal",1,"Cyberspace's strongest glue.","Adam S. Doyle",NA,NA,NA,"asis",65,3,"runner","trash: Derez 1 piece of ice you fully broke during this encounter.","Crescentus","<strong>[trash]:</strong> Derez 1 piece of ice you fully broke during this encounter.","Crescentus","program",FALSE,NA,1,1,NA,NA,NA,NA
"188","02066",3,"shaper",1,"Didn't see that coming.","Andrew Mar",NA,"Icebreaker",NA,"asis",66,3,"runner","Interface -> trash: Break any number of AP subroutines. Interrupt -> trash: Prevent any amount of net damage.","Deus X","Interface → <strong>[trash]:</strong> Break any number of <strong>AP</strong> subroutines.
[interrupt] → <strong>[trash]:</strong> Prevent any amount of net damage.","Deus X","program",FALSE,NA,3,1,10,NA,NA,NA
"189","02067",3,"shaper",2,"""I don't care what the studies show. From my experience, I can ingest three cans of Diesel an hour for up to twelve hours before going into cardiac arrest."" -heard during the eleventh hour","Outland Entertainment LLC",NA,NA,NA,"asis",67,3,"runner","click, trash: Gain click click.","All-nighter","[click], [trash]: Gain [click][click].","All-nighter","resource",FALSE,NA,0,NA,NA,NA,NA,NA
"190","02068",3,"neutral-runner",0,"Few corporate employees have such wide-sweeping security clearance as the janitorial staff. Most corps foolishly think they're too dim-witted to take advantage of it.","Mauricio Herrera",NA,"Connection",NA,"asis",68,3,"runner","2 recurring credits Use these credits to install hardware.","Inside Man","2[recurring-credit]
Use these credits to install hardware.","Inside Man","resource",FALSE,NA,3,NA,NA,NA,NA,NA
"191","02069",3,"neutral-runner",0,"""My boss rewards quality work. If you know what's good for you, you'll keep it up.""","Nate Stefan",NA,"Connection",NA,"asis",69,3,"runner","When your turn begins, gain 1 credit if you have at least 2 link.","Underworld Contact","When your turn begins, gain 1[credit] if you have at least 2[link].","Underworld Contact","resource",FALSE,NA,2,NA,NA,NA,NA,NA
"192","02070",3,"haas-bioroid",1,"Green-two clearance is the highest level of security a corp can gain access to. Legally, anyway.","Mauricio Herrera",NA,"Transaction",NA,"asis",70,3,"corp","Gain 3 credits and draw 1 card.","Green Level Clearance","Gain 3[credit] and draw 1 card.","Green Level Clearance","operation",FALSE,NA,1,NA,NA,NA,NA,NA
"193","02071",3,"haas-bioroid",2,"Time just slips away.","JuanManuel Tumburus",NA,"Code Gate",NA,"asis",71,3,"corp","Subroutine The Runner loses click, if able. Subroutine The Runner loses click, if able. Subroutine The Runner loses click, if able.","Hourglass","[subroutine] The Runner loses [click], if able.
[subroutine] The Runner loses [click], if able.
[subroutine] The Runner loses [click], if able.","Hourglass","ice",FALSE,NA,5,NA,4,NA,NA,NA
"194","02072",3,"jinteki",2,"so very still, even
cherry blossoms are not stirred
by the temple bell
-Fuhaku","Emilio Rodríguez",NA,"Facility",NA,"asis",72,3,"corp","2 recurring credits Use these credits to rez ice.","Dedicated Server","2[recurring-credit]
Use these credits to rez ice.","Dedicated Server","asset",FALSE,NA,3,NA,NA,NA,NA,3
"195","02073",3,"jinteki",2,NA,"Christina Davis",NA,"Code Gate - Deflector - Psi",NA,"asis",73,3,"corp","Subroutine You and the Runner secretly spend 0 credits, 1 credit or 2 credits. Reveal spent credits. If you and the Runner spent a different number of credits and this ice is installed, move this ice to the outermost position protecting another server. (The run continues from this new position.)","Bullfrog","[subroutine] You and the Runner secretly spend 0[credit], 1[credit] or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits and this ice is installed, move this ice to the outermost position protecting another server. <em>(The run continues from this new position.)</em>","Bullfrog","ice",FALSE,NA,3,NA,4,NA,NA,NA
"196","02074",3,"nbn",2,"Where one thing ends, another begins.","Liiga Smilshkalne",NA,"Sentry - Tracer",NA,"asis",74,3,"corp","Subroutine Trace[4]. If successful, the Runner cannot make another run this turn. Subroutine Trace[4]. If successful, end the run.","Uroboros","[subroutine] Trace[4]. If successful, the Runner cannot make another run this turn.
[subroutine] Trace[4]. If successful, end the run.","Uroboros","ice",FALSE,NA,6,NA,4,NA,NA,NA
"197","02075",3,"nbn",2,"This is the net. We work here. We're cops.","Amelie Hutt",NA,NA,NA,"asis",75,3,"corp","X recurring credits Use these credits during traces. X is the number of links the Runner has.","Net Police","X[recurring-credit]
Use these credits during traces. X is the number of links the Runner has.","Net Police","asset",FALSE,NA,1,NA,NA,NA,NA,1
"198","02076",1,"weyland-consortium",0,"Constructing Cyberspace.",NA,15,"Megacorp",45,"asis",76,3,"corp","1 recurring credit Use this credit to advance ice.","Weyland Consortium: Because We Built It","1[recurring-credit]
Use this credit to advance ice.","Weyland Consortium: Because We Built It","identity",FALSE,NA,NA,NA,NA,NA,NA,NA
